timestamp,src_ip,dst_ip,bytes,sensor_type,port
2025-12-19 08:24:55.763854,192.168.1.8,10.0.0.1,708,soil_moisture,1883
2025-12-19 09:03:55.763877,192.168.1.25,10.0.0.1,369,temp,443
2025-12-19 12:00:55.763901,192.168.1.13,10.0.0.1,158,humidity,1883
2025-12-19 08:35:55.763923,192.168.1.45,10.0.0.1,261,pesticide,8080
2025-12-19 13:53:55.763946,192.168.1.17,10.0.0.1,451,pesticide,443
2025-12-19 00:09:55.763970,192.168.1.48,10.0.0.1,154,temp,443
2025-12-19 08:43:55.763995,192.168.1.2,10.0.0.1,228,soil_moisture,1883
2025-12-18 19:15:55.764019,192.168.1.12,10.0.0.1,568,humidity,443
2025-12-18 22:25:55.764042,192.168.1.32,10.0.0.1,165,soil_moisture,8080
2025-12-19 09:21:55.764066,192.168.1.38,10.0.0.1,282,temp,8080
2025-12-19 14:33:55.764089,192.168.1.44,10.0.0.1,625,soil_moisture,443
2025-12-19 11:15:55.764112,192.168.1.15,10.0.0.1,758,pesticide,443
2025-12-19 12:02:55.764137,192.168.1.38,10.0.0.1,95,temp,1883
2025-12-19 14:06:55.768248,192.168.1.13,10.0.0.1,376,pesticide,1883
2025-12-19 15:29:55.768314,192.168.1.41,10.0.0.1,503,soil_moisture,1883
2025-12-18 17:34:55.768343,192.168.1.5,10.0.0.1,105,humidity,1883
2025-12-18 18:22:55.768372,192.168.1.19,10.0.0.1,464,soil_moisture,1883
2025-12-19 08:18:55.768400,192.168.1.20,10.0.0.1,423,humidity,443
2025-12-19 03:56:55.768436,192.168.1.4,10.0.0.1,570,pesticide,8080
2025-12-18 19:27:55.768463,192.168.1.23,10.0.0.1,396,temp,443
2025-12-18 21:01:55.768492,192.168.1.22,10.0.0.1,694,soil_moisture,1883
2025-12-18 21:55:55.768526,192.168.1.49,10.0.0.1,469,humidity,8080
2025-12-19 07:29:55.768552,192.168.1.43,10.0.0.1,724,soil_moisture,443
2025-12-19 02:52:55.768577,192.168.1.5,10.0.0.1,315,humidity,1883
2025-12-18 17:03:55.768602,192.168.1.14,10.0.0.1,434,temp,8080
2025-12-19 03:17:55.768628,192.168.1.3,10.0.0.1,529,humidity,8080
2025-12-18 17:41:55.768652,192.168.1.30,10.0.0.1,374,temp,1883
2025-12-18 17:45:55.768677,192.168.1.39,10.0.0.1,353,pesticide,1883
2025-12-19 04:11:55.768703,192.168.1.22,10.0.0.1,246,humidity,1883
2025-12-19 06:52:55.768729,192.168.1.44,10.0.0.1,160,soil_moisture,1883
2025-12-18 17:17:55.768753,192.168.1.22,10.0.0.1,215,humidity,443
2025-12-19 02:10:55.768775,192.168.1.46,10.0.0.1,339,soil_moisture,443
2025-12-18 18:09:55.768798,192.168.1.27,10.0.0.1,639,humidity,1883
2025-12-19 11:08:55.768823,192.168.1.5,10.0.0.1,293,humidity,443
2025-12-18 18:55:55.768847,192.168.1.27,10.0.0.1,506,humidity,1883
2025-12-19 00:49:55.768873,192.168.1.20,10.0.0.1,704,temp,1883
2025-12-18 16:45:55.768898,192.168.1.33,10.0.0.1,577,humidity,1883
2025-12-19 05:04:55.768928,192.168.1.34,10.0.0.1,584,soil_moisture,1883
2025-12-18 19:30:55.768954,192.168.1.29,10.0.0.1,69,temp,1883
2025-12-19 12:05:55.768979,192.168.1.31,10.0.0.1,198,humidity,8080
2025-12-18 21:58:55.769005,192.168.1.21,10.0.0.1,750,humidity,443
2025-12-18 17:50:55.769030,192.168.1.20,10.0.0.1,217,temp,8080
2025-12-18 19:14:55.769056,192.168.1.28,10.0.0.1,117,pesticide,1883
2025-12-18 21:43:55.769082,192.168.1.32,10.0.0.1,577,temp,443
2025-12-19 15:35:55.769107,192.168.1.50,10.0.0.1,703,humidity,1883
2025-12-19 12:48:55.769132,192.168.1.3,10.0.0.1,79,temp,8080
2025-12-19 04:49:55.769169,192.168.1.49,10.0.0.1,562,pesticide,1883
2025-12-18 18:53:55.769196,192.168.1.2,10.0.0.1,725,temp,1883
2025-12-18 20:42:55.769219,192.168.1.29,10.0.0.1,102,pesticide,8080
2025-12-19 12:52:55.769241,192.168.1.12,10.0.0.1,782,pesticide,443
2025-12-19 01:32:55.769263,192.168.1.39,10.0.0.1,719,temp,8080
2025-12-19 05:55:55.769287,192.168.1.21,10.0.0.1,130,pesticide,443
2025-12-18 21:28:55.769318,192.168.1.27,10.0.0.1,770,temp,443
2025-12-19 12:00:55.769342,192.168.1.13,10.0.0.1,607,soil_moisture,8080
2025-12-19 12:45:55.769364,192.168.1.9,10.0.0.1,156,pesticide,1883
2025-12-18 19:47:55.769385,192.168.1.33,10.0.0.1,321,humidity,1883
2025-12-19 02:48:55.769407,192.168.1.24,10.0.0.1,251,soil_moisture,443
2025-12-18 23:44:55.769432,192.168.1.14,10.0.0.1,377,humidity,443
2025-12-19 06:37:55.769453,192.168.1.22,10.0.0.1,718,temp,8080
2025-12-19 01:46:55.769475,192.168.1.22,10.0.0.1,530,pesticide,1883
2025-12-19 01:31:55.769509,192.168.1.7,10.0.0.1,61,humidity,8080
2025-12-18 21:06:55.769536,192.168.1.21,10.0.0.1,317,humidity,443
2025-12-19 00:22:55.769561,192.168.1.44,10.0.0.1,621,temp,8080
2025-12-19 13:49:55.769585,192.168.1.50,10.0.0.1,441,pesticide,443
2025-12-19 07:49:55.769608,192.168.1.6,10.0.0.1,329,temp,1883
2025-12-19 15:02:55.769636,192.168.1.31,10.0.0.1,525,soil_moisture,8080
2025-12-18 16:03:55.769661,192.168.1.47,10.0.0.1,183,soil_moisture,1883
2025-12-19 02:19:55.769684,192.168.1.16,10.0.0.1,54,soil_moisture,1883
2025-12-19 07:48:55.769710,192.168.1.30,10.0.0.1,128,humidity,443
2025-12-19 01:39:55.769735,192.168.1.28,10.0.0.1,441,soil_moisture,443
2025-12-19 03:26:55.769758,192.168.1.2,10.0.0.1,753,temp,1883
2025-12-19 09:34:55.769783,192.168.1.2,10.0.0.1,214,pesticide,443
2025-12-18 20:12:55.769807,192.168.1.41,10.0.0.1,761,pesticide,1883
2025-12-19 08:15:55.769829,192.168.1.5,10.0.0.1,435,soil_moisture,1883
2025-12-19 07:12:55.769853,192.168.1.48,10.0.0.1,428,pesticide,443
2025-12-18 22:51:55.769875,192.168.1.29,10.0.0.1,185,temp,443
2025-12-19 11:34:55.769906,192.168.1.15,10.0.0.1,102,soil_moisture,443
2025-12-19 11:17:55.769931,192.168.1.5,10.0.0.1,344,humidity,1883
2025-12-19 09:26:55.769955,192.168.1.7,10.0.0.1,506,temp,8080
2025-12-19 02:35:55.770032,192.168.1.23,10.0.0.1,90,humidity,8080
2025-12-19 13:18:55.770062,192.168.1.19,10.0.0.1,670,humidity,443
2025-12-19 02:53:55.770087,192.168.1.32,10.0.0.1,421,temp,1883
2025-12-19 09:52:55.770112,192.168.1.27,10.0.0.1,231,temp,8080
2025-12-18 16:32:55.770144,192.168.1.41,10.0.0.1,484,soil_moisture,8080
2025-12-19 03:11:55.770188,192.168.1.1,10.0.0.1,531,temp,443
2025-12-19 08:51:55.770214,192.168.1.44,10.0.0.1,101,humidity,443
2025-12-19 11:28:55.770237,192.168.1.43,10.0.0.1,479,temp,1883
2025-12-19 15:39:55.770262,192.168.1.21,10.0.0.1,216,soil_moisture,1883
2025-12-19 14:42:55.770287,192.168.1.48,10.0.0.1,642,soil_moisture,443
2025-12-19 03:00:55.770310,192.168.1.31,10.0.0.1,561,humidity,1883
2025-12-19 11:04:55.770339,203.0.113.106,10.0.0.1,12169,temp,8080
2025-12-18 19:25:55.770365,203.0.113.77,10.0.0.1,15916,soil_moisture,443
2025-12-18 20:48:55.770390,192.168.1.48,10.0.0.1,620,temp,1883
2025-12-18 17:14:55.770417,192.168.1.47,10.0.0.1,642,pesticide,443
2025-12-18 17:24:55.770444,192.168.1.33,10.0.0.1,256,humidity,443
2025-12-19 08:13:55.770471,203.0.113.40,10.0.0.1,12945,humidity,1883
2025-12-18 23:04:55.770804,192.168.1.46,10.0.0.1,742,pesticide,1883
2025-12-19 07:49:55.770862,203.0.113.236,10.0.0.1,7049,soil_moisture,1883
2025-12-19 03:19:55.770887,192.168.1.32,10.0.0.1,764,pesticide,1883
2025-12-19 00:03:55.770911,192.168.1.9,10.0.0.1,580,pesticide,1883
2025-12-19 07:07:55.770933,192.168.1.32,10.0.0.1,749,soil_moisture,8080
2025-12-18 16:37:55.770955,192.168.1.20,10.0.0.1,412,pesticide,8080
2025-12-19 02:28:55.770978,192.168.1.36,10.0.0.1,476,soil_moisture,443
2025-12-19 01:51:55.771001,192.168.1.21,10.0.0.1,331,temp,443
2025-12-19 11:31:55.771024,192.168.1.3,10.0.0.1,442,pesticide,8080
2025-12-19 01:15:55.771047,192.168.1.12,10.0.0.1,215,soil_moisture,8080
2025-12-19 08:37:55.771070,192.168.1.35,10.0.0.1,108,soil_moisture,8080
2025-12-19 02:44:55.771092,192.168.1.31,10.0.0.1,710,temp,8080
2025-12-19 07:05:55.771114,192.168.1.12,10.0.0.1,185,humidity,443
2025-12-18 17:07:55.771136,192.168.1.35,10.0.0.1,613,humidity,8080
2025-12-19 13:17:55.771175,192.168.1.49,10.0.0.1,256,pesticide,8080
2025-12-18 19:46:55.771199,192.168.1.30,10.0.0.1,476,soil_moisture,1883
2025-12-19 12:31:55.771220,192.168.1.43,10.0.0.1,225,humidity,8080
2025-12-19 05:54:55.771242,192.168.1.44,10.0.0.1,351,temp,1883
2025-12-19 07:00:55.771264,192.168.1.41,10.0.0.1,343,pesticide,1883
2025-12-18 17:01:55.771299,192.168.1.31,10.0.0.1,771,humidity,1883
2025-12-19 12:28:55.771321,192.168.1.46,10.0.0.1,757,temp,443
2025-12-19 03:25:55.771344,192.168.1.24,10.0.0.1,322,pesticide,1883
2025-12-19 14:41:55.771366,192.168.1.48,10.0.0.1,721,soil_moisture,443
2025-12-19 02:31:55.771388,192.168.1.34,10.0.0.1,608,humidity,1883
2025-12-19 05:08:55.771410,192.168.1.26,10.0.0.1,293,humidity,8080
2025-12-19 04:57:55.771434,192.168.1.7,10.0.0.1,204,soil_moisture,1883
2025-12-19 02:10:55.771456,192.168.1.38,10.0.0.1,440,soil_moisture,8080
2025-12-19 13:01:55.771478,192.168.1.34,10.0.0.1,404,soil_moisture,1883
2025-12-19 14:11:55.771510,192.168.1.16,10.0.0.1,306,humidity,443
2025-12-19 11:46:55.771533,192.168.1.45,10.0.0.1,723,soil_moisture,8080
2025-12-19 07:51:55.771555,192.168.1.31,10.0.0.1,541,humidity,1883
2025-12-19 09:29:55.771578,192.168.1.29,10.0.0.1,55,humidity,443
2025-12-18 21:14:55.771600,192.168.1.34,10.0.0.1,476,soil_moisture,443
2025-12-19 06:50:55.771624,192.168.1.46,10.0.0.1,468,pesticide,1883
2025-12-19 09:51:55.771646,192.168.1.39,10.0.0.1,178,pesticide,8080
2025-12-19 06:53:55.771668,192.168.1.36,10.0.0.1,337,temp,1883
2025-12-19 04:37:55.771690,192.168.1.42,10.0.0.1,703,pesticide,1883
2025-12-19 03:29:55.771713,192.168.1.20,10.0.0.1,321,humidity,1883
2025-12-19 09:41:55.771735,192.168.1.21,10.0.0.1,408,pesticide,443
2025-12-19 05:51:55.771767,203.0.113.67,10.0.0.1,16566,soil_moisture,1883
2025-12-19 14:29:55.771790,192.168.1.5,10.0.0.1,305,pesticide,1883
2025-12-18 21:40:55.771812,192.168.1.21,10.0.0.1,786,pesticide,443
2025-12-19 07:30:55.771836,203.0.113.117,10.0.0.1,10289,soil_moisture,1883
2025-12-19 12:41:55.771859,192.168.1.36,10.0.0.1,531,temp,1883
2025-12-18 16:59:55.771883,192.168.1.31,10.0.0.1,541,soil_moisture,8080
2025-12-19 01:31:55.771906,192.168.1.2,10.0.0.1,339,humidity,1883
2025-12-19 05:04:55.771928,192.168.1.2,10.0.0.1,76,soil_moisture,443
2025-12-19 03:36:55.771950,192.168.1.29,10.0.0.1,91,soil_moisture,443
2025-12-19 13:18:55.771972,192.168.1.31,10.0.0.1,84,pesticide,1883
2025-12-19 11:17:55.771995,192.168.1.13,10.0.0.1,594,soil_moisture,8080
2025-12-19 05:59:55.772019,192.168.1.23,10.0.0.1,681,soil_moisture,1883
2025-12-19 10:58:55.772048,192.168.1.29,10.0.0.1,543,humidity,443
2025-12-19 11:30:55.772072,192.168.1.19,10.0.0.1,434,humidity,443
2025-12-19 04:23:55.772096,192.168.1.32,10.0.0.1,681,pesticide,443
2025-12-19 06:09:55.772119,192.168.1.40,10.0.0.1,595,humidity,8080
2025-12-19 04:06:55.772140,192.168.1.39,10.0.0.1,782,temp,443
2025-12-19 05:02:55.772179,192.168.1.26,10.0.0.1,768,soil_moisture,8080
2025-12-19 05:47:55.772202,192.168.1.30,10.0.0.1,770,pesticide,443
2025-12-18 22:58:55.772228,192.168.1.10,10.0.0.1,282,pesticide,1883
2025-12-19 02:34:55.772251,192.168.1.32,10.0.0.1,261,pesticide,443
2025-12-19 03:26:55.772274,192.168.1.39,10.0.0.1,563,humidity,1883
2025-12-19 06:35:55.772299,192.168.1.6,10.0.0.1,450,pesticide,443
2025-12-18 18:34:55.772325,192.168.1.48,10.0.0.1,51,humidity,8080
2025-12-19 13:48:55.772351,192.168.1.2,10.0.0.1,265,temp,1883
2025-12-19 09:53:55.772376,192.168.1.30,10.0.0.1,375,pesticide,443
2025-12-18 20:37:55.772404,192.168.1.7,10.0.0.1,645,pesticide,8080
2025-12-19 12:24:55.772433,192.168.1.49,10.0.0.1,260,soil_moisture,443
2025-12-19 01:05:55.772465,192.168.1.23,10.0.0.1,725,pesticide,8080
2025-12-19 14:49:55.772490,192.168.1.28,10.0.0.1,788,soil_moisture,8080
2025-12-18 23:09:55.772522,192.168.1.12,10.0.0.1,413,pesticide,443
2025-12-19 11:31:55.774216,192.168.1.22,10.0.0.1,381,soil_moisture,1883
2025-12-19 00:59:55.774268,192.168.1.47,10.0.0.1,123,pesticide,1883
2025-12-18 19:11:55.774299,192.168.1.37,10.0.0.1,129,pesticide,1883
2025-12-19 04:12:55.774326,192.168.1.14,10.0.0.1,726,humidity,1883
2025-12-19 07:45:55.774353,192.168.1.38,10.0.0.1,288,pesticide,1883
2025-12-18 21:12:55.774378,192.168.1.32,10.0.0.1,420,humidity,1883
2025-12-19 10:30:55.774402,192.168.1.24,10.0.0.1,306,temp,1883
2025-12-19 02:15:55.774427,192.168.1.30,10.0.0.1,521,soil_moisture,1883
2025-12-18 16:12:55.774457,192.168.1.11,10.0.0.1,453,pesticide,1883
2025-12-19 13:40:55.774481,192.168.1.9,10.0.0.1,407,temp,8080
2025-12-19 11:51:55.774514,192.168.1.1,10.0.0.1,651,humidity,8080
2025-12-19 09:38:55.774539,192.168.1.15,10.0.0.1,99,humidity,1883
2025-12-18 17:01:55.774563,192.168.1.45,10.0.0.1,165,temp,443
2025-12-19 15:31:55.774593,192.168.1.12,10.0.0.1,597,pesticide,1883
2025-12-19 14:09:55.774618,192.168.1.35,10.0.0.1,65,soil_moisture,8080
2025-12-19 09:49:55.774644,192.168.1.34,10.0.0.1,212,temp,8080
2025-12-19 05:54:55.774668,192.168.1.12,10.0.0.1,774,temp,443
2025-12-19 12:45:55.774693,192.168.1.40,10.0.0.1,270,pesticide,443
2025-12-18 15:58:55.774717,192.168.1.47,10.0.0.1,185,soil_moisture,443
2025-12-19 10:06:55.774744,192.168.1.36,10.0.0.1,621,soil_moisture,443
2025-12-18 18:49:55.774768,192.168.1.14,10.0.0.1,517,humidity,443
2025-12-19 13:41:55.774792,192.168.1.15,10.0.0.1,396,soil_moisture,443
2025-12-18 17:52:55.774816,192.168.1.4,10.0.0.1,422,temp,8080
2025-12-19 07:07:55.774839,192.168.1.9,10.0.0.1,650,temp,443
2025-12-19 01:47:55.774867,203.0.113.80,10.0.0.1,5080,temp,1883
2025-12-19 04:04:55.774892,192.168.1.1,10.0.0.1,375,pesticide,1883
2025-12-19 04:05:55.774917,192.168.1.35,10.0.0.1,80,pesticide,8080
2025-12-19 04:07:55.774953,203.0.113.37,10.0.0.1,12437,humidity,443
2025-12-18 17:31:55.774981,203.0.113.148,10.0.0.1,19118,soil_moisture,1883
2025-12-18 19:30:55.775015,192.168.1.45,10.0.0.1,765,temp,1883
2025-12-19 15:54:55.775041,192.168.1.17,10.0.0.1,125,soil_moisture,8080
2025-12-19 00:23:55.775067,192.168.1.14,10.0.0.1,503,soil_moisture,8080
2025-12-19 10:30:55.775093,192.168.1.26,10.0.0.1,52,humidity,8080
2025-12-18 20:08:55.775118,192.168.1.34,10.0.0.1,711,soil_moisture,443
2025-12-18 16:50:55.775143,192.168.1.7,10.0.0.1,430,temp,1883
2025-12-19 01:53:55.775183,192.168.1.31,10.0.0.1,285,temp,443
2025-12-19 14:21:55.775210,192.168.1.22,10.0.0.1,475,soil_moisture,1883
2025-12-18 20:51:55.775235,192.168.1.5,10.0.0.1,321,temp,1883
2025-12-19 10:04:55.775279,192.168.1.44,10.0.0.1,223,pesticide,8080
2025-12-19 05:43:55.775305,192.168.1.37,10.0.0.1,636,temp,443
2025-12-18 16:07:55.775329,192.168.1.48,10.0.0.1,325,humidity,1883
2025-12-19 06:27:55.775354,192.168.1.32,10.0.0.1,201,soil_moisture,443
2025-12-19 03:40:55.775377,192.168.1.3,10.0.0.1,167,humidity,443
2025-12-19 02:56:55.775401,192.168.1.25,10.0.0.1,61,temp,8080
2025-12-19 10:09:55.775430,192.168.1.22,10.0.0.1,586,soil_moisture,1883
2025-12-18 18:29:55.775457,192.168.1.9,10.0.0.1,204,pesticide,1883
2025-12-18 23:53:55.775482,192.168.1.20,10.0.0.1,234,soil_moisture,8080
2025-12-18 20:26:55.775521,192.168.1.42,10.0.0.1,522,soil_moisture,8080
2025-12-19 12:03:55.775546,192.168.1.39,10.0.0.1,107,pesticide,1883
2025-12-18 20:00:55.775571,192.168.1.7,10.0.0.1,411,temp,8080
2025-12-19 04:35:55.775596,192.168.1.15,10.0.0.1,499,humidity,1883
2025-12-19 08:17:55.775622,203.0.113.98,10.0.0.1,9446,pesticide,443
2025-12-19 00:53:55.775646,192.168.1.38,10.0.0.1,362,soil_moisture,1883
2025-12-18 23:55:55.775669,192.168.1.14,10.0.0.1,414,humidity,8080
2025-12-19 12:51:55.775692,192.168.1.36,10.0.0.1,475,humidity,443
2025-12-19 04:26:55.775716,192.168.1.19,10.0.0.1,786,temp,1883
2025-12-19 02:29:55.775739,192.168.1.25,10.0.0.1,399,soil_moisture,8080
2025-12-19 08:51:55.775763,192.168.1.38,10.0.0.1,315,temp,1883
2025-12-19 07:16:55.775786,192.168.1.45,10.0.0.1,591,temp,8080
2025-12-19 15:36:55.775810,192.168.1.20,10.0.0.1,240,soil_moisture,443
2025-12-19 10:25:55.775835,192.168.1.4,10.0.0.1,640,pesticide,443
2025-12-18 16:31:55.775859,192.168.1.43,10.0.0.1,667,pesticide,1883
2025-12-19 04:38:55.775884,192.168.1.42,10.0.0.1,295,pesticide,8080
2025-12-19 06:26:55.775908,192.168.1.3,10.0.0.1,201,pesticide,443
2025-12-18 19:53:55.775933,192.168.1.15,10.0.0.1,614,temp,8080
2025-12-19 00:07:55.775957,192.168.1.14,10.0.0.1,199,pesticide,443
2025-12-18 23:46:55.775984,192.168.1.39,10.0.0.1,308,soil_moisture,1883
2025-12-19 14:41:55.776009,192.168.1.18,10.0.0.1,225,temp,443
2025-12-19 12:05:55.776035,192.168.1.40,10.0.0.1,411,temp,1883
2025-12-18 20:29:55.776059,192.168.1.48,10.0.0.1,342,temp,443
2025-12-18 18:08:55.776084,192.168.1.18,10.0.0.1,96,pesticide,8080
2025-12-18 17:38:55.776109,192.168.1.39,10.0.0.1,765,temp,1883
2025-12-19 00:42:55.776132,192.168.1.9,10.0.0.1,666,soil_moisture,8080
2025-12-19 10:42:55.778204,192.168.1.18,10.0.0.1,532,pesticide,8080
2025-12-19 14:39:55.778271,192.168.1.4,10.0.0.1,229,pesticide,443
2025-12-19 14:17:55.778302,192.168.1.44,10.0.0.1,520,temp,443
2025-12-19 06:21:55.778337,192.168.1.18,10.0.0.1,59,humidity,8080
2025-12-18 17:31:55.778365,192.168.1.14,10.0.0.1,308,soil_moisture,8080
2025-12-19 05:13:55.778392,192.168.1.5,10.0.0.1,506,pesticide,443
2025-12-18 21:50:55.778421,203.0.113.171,10.0.0.1,5641,pesticide,1883
2025-12-18 17:58:55.778447,192.168.1.16,10.0.0.1,191,humidity,1883
2025-12-19 00:25:55.778475,192.168.1.7,10.0.0.1,55,pesticide,443
2025-12-19 05:43:55.778510,192.168.1.3,10.0.0.1,230,soil_moisture,8080
2025-12-19 07:46:55.778621,203.0.113.138,10.0.0.1,10514,soil_moisture,1883
2025-12-19 03:30:55.778649,192.168.1.22,10.0.0.1,179,humidity,8080
2025-12-19 03:00:55.778675,192.168.1.27,10.0.0.1,552,temp,443
2025-12-19 12:32:55.778708,192.168.1.12,10.0.0.1,93,pesticide,443
2025-12-19 08:18:55.778736,192.168.1.21,10.0.0.1,601,temp,443
2025-12-19 07:37:55.778763,192.168.1.36,10.0.0.1,407,temp,1883
2025-12-18 19:29:55.778790,192.168.1.14,10.0.0.1,234,humidity,443
2025-12-19 09:29:55.778817,192.168.1.11,10.0.0.1,658,temp,8080
2025-12-19 08:55:55.778843,192.168.1.20,10.0.0.1,664,humidity,8080
2025-12-18 19:27:55.778869,192.168.1.40,10.0.0.1,57,soil_moisture,8080
2025-12-19 13:03:55.778894,192.168.1.2,10.0.0.1,682,humidity,443
2025-12-19 11:29:55.778918,192.168.1.25,10.0.0.1,715,humidity,1883
2025-12-19 01:12:55.778942,192.168.1.24,10.0.0.1,314,pesticide,443
2025-12-18 23:16:55.778966,192.168.1.30,10.0.0.1,145,soil_moisture,443
2025-12-18 19:11:55.778990,192.168.1.25,10.0.0.1,118,pesticide,443
2025-12-18 16:24:55.779017,192.168.1.25,10.0.0.1,521,temp,8080
2025-12-19 00:26:55.779043,192.168.1.21,10.0.0.1,449,humidity,1883
2025-12-18 18:38:55.779068,192.168.1.48,10.0.0.1,209,humidity,8080
2025-12-18 17:24:55.779093,192.168.1.29,10.0.0.1,196,temp,8080
2025-12-19 13:43:55.779118,192.168.1.48,10.0.0.1,59,temp,1883
2025-12-19 11:14:55.779142,192.168.1.7,10.0.0.1,174,humidity,443
2025-12-18 21:43:55.779184,192.168.1.40,10.0.0.1,722,temp,8080
2025-12-19 14:01:55.779215,192.168.1.2,10.0.0.1,325,pesticide,1883
2025-12-19 01:12:55.779239,192.168.1.10,10.0.0.1,714,temp,8080
2025-12-19 03:33:55.779262,192.168.1.18,10.0.0.1,174,pesticide,1883
2025-12-19 07:04:55.779289,192.168.1.16,10.0.0.1,546,soil_moisture,443
2025-12-19 05:42:55.779311,192.168.1.12,10.0.0.1,376,temp,8080
2025-12-18 21:00:55.779331,192.168.1.14,10.0.0.1,757,temp,8080
2025-12-19 14:17:55.779352,192.168.1.31,10.0.0.1,426,soil_moisture,8080
2025-12-18 18:31:55.779374,192.168.1.44,10.0.0.1,274,pesticide,1883
2025-12-18 19:33:55.779396,192.168.1.44,10.0.0.1,250,soil_moisture,1883
2025-12-18 18:27:55.779417,192.168.1.13,10.0.0.1,316,humidity,1883
2025-12-19 10:11:55.779438,192.168.1.45,10.0.0.1,212,soil_moisture,443
2025-12-19 14:48:55.779461,192.168.1.49,10.0.0.1,786,temp,1883
2025-12-18 18:40:55.779514,192.168.1.30,10.0.0.1,324,temp,443
2025-12-19 13:08:55.779545,192.168.1.39,10.0.0.1,210,humidity,1883
2025-12-19 13:40:55.779590,192.168.1.40,10.0.0.1,601,humidity,8080
2025-12-19 07:17:55.779618,192.168.1.12,10.0.0.1,155,temp,8080
2025-12-18 21:49:55.779640,192.168.1.10,10.0.0.1,103,humidity,8080
2025-12-19 07:17:55.779662,192.168.1.39,10.0.0.1,737,soil_moisture,443
2025-12-19 07:30:55.779684,192.168.1.10,10.0.0.1,228,humidity,8080
2025-12-19 06:13:55.779706,192.168.1.26,10.0.0.1,650,temp,1883
2025-12-19 04:08:55.779737,192.168.1.7,10.0.0.1,769,soil_moisture,443
2025-12-18 17:28:55.779762,192.168.1.12,10.0.0.1,92,soil_moisture,8080
2025-12-18 22:41:55.779784,192.168.1.44,10.0.0.1,190,soil_moisture,443
2025-12-19 14:50:55.779808,192.168.1.47,10.0.0.1,294,pesticide,8080
2025-12-19 13:09:55.779832,192.168.1.33,10.0.0.1,560,soil_moisture,8080
2025-12-19 08:47:55.779854,192.168.1.38,10.0.0.1,624,soil_moisture,443
2025-12-19 08:49:55.779880,192.168.1.4,10.0.0.1,215,pesticide,8080
2025-12-19 00:52:55.779906,192.168.1.40,10.0.0.1,407,pesticide,443
2025-12-19 10:28:55.779935,203.0.113.220,10.0.0.1,13663,pesticide,8080
2025-12-19 03:31:55.779960,192.168.1.43,10.0.0.1,155,pesticide,8080
2025-12-19 02:24:55.779986,192.168.1.7,10.0.0.1,239,humidity,443
2025-12-18 21:53:55.780011,192.168.1.48,10.0.0.1,718,temp,443
2025-12-19 15:06:55.780036,192.168.1.8,10.0.0.1,497,pesticide,1883
2025-12-19 08:55:55.780061,192.168.1.16,10.0.0.1,289,soil_moisture,1883
2025-12-18 18:15:55.780085,192.168.1.45,10.0.0.1,771,soil_moisture,1883
2025-12-18 16:56:55.780113,192.168.1.40,10.0.0.1,371,pesticide,443
2025-12-18 18:58:55.780137,192.168.1.40,10.0.0.1,121,soil_moisture,443
2025-12-18 23:23:55.780177,192.168.1.33,10.0.0.1,94,soil_moisture,443
2025-12-19 14:30:55.780203,192.168.1.48,10.0.0.1,751,pesticide,1883
2025-12-18 20:32:55.780231,192.168.1.50,10.0.0.1,267,soil_moisture,8080
2025-12-19 00:13:55.780255,192.168.1.39,10.0.0.1,660,pesticide,443
2025-12-19 03:03:55.780280,192.168.1.2,10.0.0.1,467,pesticide,1883
2025-12-18 23:32:55.780304,192.168.1.24,10.0.0.1,132,humidity,8080
2025-12-19 04:32:55.780331,192.168.1.20,10.0.0.1,461,humidity,443
2025-12-18 18:43:55.780355,192.168.1.14,10.0.0.1,723,pesticide,8080
2025-12-19 13:11:55.780378,192.168.1.31,10.0.0.1,753,pesticide,443
2025-12-19 15:15:55.780401,192.168.1.41,10.0.0.1,97,humidity,443
2025-12-19 08:33:55.780425,192.168.1.47,10.0.0.1,356,soil_moisture,443
2025-12-19 01:40:55.780449,192.168.1.39,10.0.0.1,214,soil_moisture,8080
2025-12-19 09:13:55.780474,192.168.1.13,10.0.0.1,222,pesticide,443
2025-12-18 17:43:55.780510,192.168.1.37,10.0.0.1,552,humidity,443
2025-12-18 22:45:55.780535,192.168.1.46,10.0.0.1,183,temp,8080
2025-12-19 01:39:55.780561,192.168.1.24,10.0.0.1,398,soil_moisture,1883
2025-12-19 09:21:55.780585,192.168.1.33,10.0.0.1,454,soil_moisture,443
2025-12-19 04:11:55.780609,192.168.1.28,10.0.0.1,658,humidity,1883
2025-12-19 13:04:55.780637,203.0.113.57,10.0.0.1,8148,pesticide,1883
2025-12-19 06:11:55.780665,203.0.113.204,10.0.0.1,18869,pesticide,1883
2025-12-19 02:14:55.780694,192.168.1.5,10.0.0.1,636,temp,443
2025-12-19 15:56:55.780719,192.168.1.13,10.0.0.1,301,humidity,443
2025-12-19 01:50:55.780753,192.168.1.30,10.0.0.1,313,temp,8080
2025-12-19 13:54:55.780780,192.168.1.29,10.0.0.1,693,soil_moisture,443
2025-12-18 20:20:55.780806,192.168.1.27,10.0.0.1,603,soil_moisture,8080
2025-12-19 05:09:55.780831,192.168.1.17,10.0.0.1,569,humidity,8080
2025-12-19 00:41:55.780856,192.168.1.42,10.0.0.1,793,soil_moisture,443
2025-12-19 01:45:55.780881,192.168.1.25,10.0.0.1,765,soil_moisture,1883
